animal_type,sex,intake_condition,adoption_probability
CAT,Female,NORMAL,0.4219707806005842
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,NORMAL,0.4208130976602711
CAT,Unknown,ILL SEVERE,0.06253355937936064
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,NORMAL,0.4219707806005842
CAT,Spayed,NORMAL,0.7435978556125062
BIRD,Unknown,ILL MODERATETE,0.17870234116520473
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
WILD,Unknown,INJURED  SEVERE,0.020292605671275117
DOG,Male,NORMAL,0.6219368437214787
DOG,Female,NORMAL,0.5809242287222319
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Male,NORMAL,0.4208130976602711
DOG,Male,NORMAL,0.5797678574882196
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Female,NORMAL,0.6230526212364262
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Male,NORMAL,0.6219368437214787
CAT,Female,ILL SEVERE,0.13520778345952755
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
WILD,Unknown,NORMAL,0.07309716302927692
CAT,Female,ILL SEVERE,0.11592142806818505
CAT,Spayed,FERAL,0.324677277887774
CAT,Unknown,FERAL,0.049097581004656075
CAT,Unknown,FERAL,0.049097581004656075
CAT,Unknown,FERAL,0.049097581004656075
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
BIRD,Unknown,NORMAL,0.6310350727951499
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,ILL SEVERE,0.12595857920954293
RABBIT,Spayed,NORMAL,0.8911202894584968
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.3797416013720751
BIRD,Unknown,ILL MILD,0.6449786948689196
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Female,NORMAL,0.6230526212364262
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Female,NORMAL,0.6230526212364262
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Male,NORMAL,0.6219368437214787
OTHER,Unknown,NORMAL,0.08382147116596816
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Female,NORMAL,0.4219707806005842
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
CAT,Male,NORMAL,0.4208130976602711
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
WILD,Male,ILL MODERATETE,0.10237627484328235
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Female,NORMAL,0.5809242287222319
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Neutered,NORMAL,0.9112336712960949
CAT,Neutered,INJURED  MILD,0.7084704889273149
CAT,Unknown,UNDER AGE/WEIGHT,0.4555789386659842
CAT,Unknown,UNDER AGE/WEIGHT,0.4555789386659842
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Spayed,NORMAL,0.7435978556125062
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
GUINEA PIG,Female,NORMAL,0.7120753663337253
GUINEA PIG,Female,NORMAL,0.7120753663337253
DOG,Spayed,NORMAL,0.8678368982815773
DOG,Male,INJURED  SEVERE,0.30171153644387866
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Male,NORMAL,0.6219368437214787
DOG,Male,NORMAL,0.6219368437214787
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
BIRD,Unknown,ILL SEVERE,0.0699106597592329
CAT,Unknown,INJURED  SEVERE,0.0756182411449044
CAT,Unknown,INJURED  SEVERE,0.0756182411449044
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
WILD,Unknown,INJURED  SEVERE,0.020292605671275117
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,ILL MILD,0.4367632623670819
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
CAT,Spayed,INJURED  SEVERE,0.4323707815997103
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Neutered,NORMAL,0.9232695979382058
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Unknown,ILL SEVERE,0.06253355937936064
DOG,Female,ILL MODERATETE,0.5061086027431856
CAT,Neutered,INJURED  SEVERE,0.43637175490124797
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Female,NORMAL,0.7856608281882587
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Unknown,NORMAL,0.6099648439504971
DOG,Male,NORMAL,0.6219368437214787
DOG,Male,NORMAL,0.6219368437214787
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,UNDER AGE/WEIGHT,0.8281196359415243
CAT,Neutered,NORMAL,0.7466903324840434
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Male,NORMAL,0.5797678574882196
CAT,Spayed,FERAL,0.324677277887774
DOG,Male,NORMAL,0.6219368437214787
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,NORMAL,0.3797416013720751
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.4219707806005842
BIRD,Unknown,INJURED  MILD,0.22441074991150314
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Male,NORMAL,0.6219368437214787
CAT,Spayed,FERAL,0.324677277887774
BIRD,Unknown,INJURED  MILD,0.22441074991150314
CAT,Unknown,INJURED  SEVERE,0.0756182411449044
WILD,Female,INJURED  SEVERE,0.04630048026549946
DOG,Spayed,ILL MODERATETE,0.802798430211388
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Neutered,NORMAL,0.7466903324840434
CAT,Female,NORMAL,0.4219707806005842
DOG,Female,NORMAL,0.6230526212364262
DOG,Neutered,NORMAL,0.8484241808990973
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Female,NORMAL,0.6230526212364262
CAT,Male,NORMAL,0.3786238859215253
CAT,Male,FERAL,0.09174555721857963
CAT,Male,NORMAL,0.4208130976602711
DOG,Male,NORMAL,0.6219368437214787
DOG,Female,NORMAL,0.6230526212364262
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Male,INJURED  MODERATE,0.5014967952402276
DOG,Female,INJURED  MODERATE,0.5026837970020505
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Male,NORMAL,0.3786238859215253
CAT,Male,NORMAL,0.3786238859215253
CAT,Male,NORMAL,0.3786238859215253
DOG,Male,NORMAL,0.6219368437214787
REPTILE,Male,NORMAL,0.859164389402449
BIRD,Unknown,ILL MODERATETE,0.17870234116520473
CAT,Female,BEHAVIOR  MODERATE,0.33304628267031267
WILD,Unknown,ILL SEVERE,0.0166092402856111
DOG,Female,NORMAL,0.6230526212364262
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Neutered,NORMAL,0.8484241808990973
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Spayed,UNDER AGE/WEIGHT,0.8942196683143124
DOG,Neutered,UNDER AGE/WEIGHT,0.9511113152230619
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
OTHER,Unknown,ILL MODERATETE,0.05367636697835632
CAT,Spayed,FERAL,0.324677277887774
CAT,Male,FERAL,0.10749874851820108
DOG,Female,NORMAL,0.6230526212364262
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Neutered,NORMAL,0.8484241808990973
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Spayed,FERAL,0.324677277887774
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Male,NORMAL,0.4208130976602711
CAT,Spayed,FERAL,0.324677277887774
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Male,NORMAL,0.6219368437214787
CAT,Male,NORMAL,0.4208130976602711
DOG,Male,NORMAL,0.6219368437214787
CAT,Male,NORMAL,0.4208130976602711
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Neutered,NORMAL,0.7466903324840434
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
DOG,Neutered,NORMAL,0.8484241808990973
CAT,Male,NORMAL,0.4208130976602711
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Male,INJURED  MODERATE,0.30762919109928005
CAT,Neutered,ILL SEVERE,0.38699760062352934
WILD,Unknown,ILL SEVERE,0.0166092402856111
CAT,Male,NORMAL,0.4208130976602711
CAT,Neutered,NORMAL,0.7119925374650704
CAT,Neutered,ILL MODERATETE,0.6463304892345069
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
BIRD,Unknown,INJURED  MILD,0.22441074991150314
CAT,Male,INJURED  MILD,0.3746059861474229
BIRD,Unknown,INJURED  SEVERE,0.08439997446446643
DOG,Female,NORMAL,0.6230526212364262
CAT,Male,NORMAL,0.4208130976602711
DOG,Male,INJURED  SEVERE,0.30171153644387866
DOG,Spayed,INJURED  MILD,0.8440789640849076
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
BIRD,Unknown,INJURED  SEVERE,0.08439997446446643
CAT,Neutered,NORMAL,0.7466903324840434
CAT,Female,NORMAL,0.4219707806005842
CAT,Neutered,NORMAL,0.7466903324840434
CAT,Female,NORMAL,0.4219707806005842
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Unknown,ILL MODERATETE,0.16184293732739752
CAT,Male,INJURED  MODERATE,0.30762919109928005
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Male,NORMAL,0.6219368437214787
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Male,INJURED  MILD,0.5755926855478077
DOG,Female,ILL MILD,0.6371244369606457
DOG,Female,ILL MILD,0.6371244369606457
DOG,Male,ILL MILD,0.6360259796827846
DOG,Female,INJURED  MILD,0.5767521584699393
DOG,Female,INJURED  MILD,0.5767521584699393
DOG,Female,INJURED  MILD,0.5767521584699393
DOG,Male,ILL MILD,0.6360259796827846
DOG,Female,ILL MILD,0.6371244369606457
DOG,Male,ILL MILD,0.6360259796827846
DOG,Female,ILL MILD,0.6371244369606457
DOG,Male,ILL MILD,0.6360259796827846
DOG,Female,ILL MILD,0.6371244369606457
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
DOG,Spayed,NORMAL,0.8678368982815773
BIRD,Unknown,INJURED  SEVERE,0.08439997446446643
DOG,Male,NORMAL,0.6219368437214787
DOG,Male,INJURED  SEVERE,0.30171153644387866
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Male,BEHAVIOR  SEVERE,0.3611832940167999
OTHER,Unknown,NORMAL,0.08382147116596816
GUINEA PIG,Female,NORMAL,0.7120753663337253
CAT,Spayed,NORMAL,0.7435978556125062
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Spayed,NORMAL,0.7435978556125062
DOG,Female,NORMAL,0.5809242287222319
DOG,Spayed,NORMAL,0.8463180754730208
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Neutered,UNDER AGE/WEIGHT,0.8957501780847256
DOG,Female,NORMAL,0.5809242287222319
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Unknown,FERAL,0.049097581004656075
DOG,Female,NORMAL,0.6230526212364262
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Male,NORMAL,0.7478444806175986
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
CAT,Spayed,NORMAL,0.7086417487646256
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,NORMAL,0.6230526212364262
CAT,Female,NORMAL,0.3797416013720751
REPTILE,Unknown,INJURED  SEVERE,0.12353650101650884
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Female,NORMAL,0.6230526212364262
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Unknown,NORMAL,0.2374901255723664
CAT,Unknown,NORMAL,0.2374901255723664
CAT,Unknown,NORMAL,0.2374901255723664
CAT,Unknown,NORMAL,0.2374901255723664
DOG,Spayed,NORMAL,0.8678368982815773
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Male,ILL SEVERE,0.3884483552268245
CAT,Unknown,NORMAL,0.2374901255723664
BIRD,Unknown,ILL SEVERE,0.0699106597592329
CAT,Spayed,NORMAL,0.7435978556125062
DOG,Female,NORMAL,0.6230526212364262
CAT,Spayed,INJURED  SEVERE,0.4323707815997103
CAT,Spayed,FERAL,0.324677277887774
CAT,Neutered,FERAL,0.3282580028510827
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Male,NORMAL,0.3786238859215253
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Spayed,NORMAL,0.7435978556125062
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
DOG,Female,NORMAL,0.6230526212364262
OTHER,Unknown,ILL SEVERE,0.019217861180741733
DOG,Neutered,NORMAL,0.8696935084712577
DOG,Male,NORMAL,0.716733858285065
DOG,Spayed,NORMAL,0.8463180754730208
DOG,Female,NORMAL,0.5809242287222319
DOG,Male,NORMAL,0.5797678574882196
DOG,Female,NORMAL,0.5809242287222319
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Female,BEHAVIOR  MODERATE,0.6746454409386451
CAT,Male,ILL MILD,0.43559557917168057
CAT,Unknown,ILL SEVERE,0.06253355937936064
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Female,NORMAL,0.6230526212364262
DOG,Spayed,NORMAL,0.8678368982815773
WILD,Unknown,INJURED  MILD,0.06104651358144109
GUINEA PIG,Female,NORMAL,0.6747017331174204
GUINEA PIG,Female,NORMAL,0.6747017331174204
CAT,Female,NORMAL,0.3797416013720751
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.4219707806005842
CAT,Neutered,NORMAL,0.7466903324840434
CAT,Female,NORMAL,0.4219707806005842
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Male,NORMAL,0.6219368437214787
WILD,Unknown,INJURED  SEVERE,0.020292605671275117
DOG,Spayed,NORMAL,0.8678368982815773
WILD,Unknown,INJURED  SEVERE,0.020292605671275117
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,NORMAL,0.6230526212364262
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Female,NORMAL,0.6230526212364262
BIRD,Unknown,UNDER AGE/WEIGHT,0.8329239754970107
REPTILE,Unknown,NORMAL,0.72338480811621
CAT,Unknown,ILL MODERATETE,0.16184293732739752
WILD,Unknown,ILL SEVERE,0.0166092402856111
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
DOG,Female,NORMAL,0.6230526212364262
REPTILE,Unknown,NORMAL,0.72338480811621
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Unknown,NORMAL,0.2374901255723664
DOG,Neutered,NORMAL,0.8484241808990973
CAT,Unknown,UNDER AGE/WEIGHT,0.4758548352283675
CAT,Neutered,FERAL,0.3282580028510827
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
CAT,Neutered,FERAL,0.3282580028510827
DOG,Male,NORMAL,0.6219368437214787
DOG,Male,NORMAL,0.6219368437214787
DOG,Spayed,NORMAL,0.8678368982815773
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Neutered,FRACTIOUS,0.42328404601970654
DOG,Male,NORMAL,0.6219368437214787
CAT,Neutered,NORMAL,0.7466903324840434
DOG,Male,NORMAL,0.6219368437214787
DOG,Neutered,INJURED  SEVERE,0.5951643911467881
REPTILE,Unknown,NORMAL,0.34923121538358
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
DOG,Male,NORMAL,0.6219368437214787
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,NORMAL,0.6230526212364262
CAT,Male,INJURED  MILD,0.3746059861474229
BIRD,Unknown,INJURED  MILD,0.22441074991150314
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
BIRD,Unknown,INJURED  SEVERE,0.08439997446446643
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
BIRD,Unknown,UNDER AGE/WEIGHT,0.5056895671635161
DOG,Female,NORMAL,0.6230526212364262
DOG,Male,NORMAL,0.6219368437214787
DOG,Spayed,NORMAL,0.8678368982815773
CAT,Unknown,FERAL,0.049097581004656075
RABBIT,Neutered,NORMAL,0.8926902619161703
RABBIT,Neutered,NORMAL,0.8926902619161703
RABBIT,Female,NORMAL,0.6732219980292998
CAT,Spayed,NORMAL,0.7435978556125062
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.4219707806005842
CAT,Male,NORMAL,0.4208130976602711
CAT,Male,NORMAL,0.4208130976602711
CAT,Female,NORMAL,0.4219707806005842
DOG,Female,NORMAL,0.6230526212364262
DOG,Neutered,NORMAL,0.8696935084712577
CAT,Female,NORMAL,0.4219707806005842
DOG,Female,NORMAL,0.6230526212364262
CAT,Male,ILL SEVERE,0.13465356597398825
DOG,Female,INJURED  MILD,0.5767521584699393
DOG,Spayed,NORMAL,0.8678368982815773
DOG,Male,INJURED  MODERATE,0.5014967952402276
BIRD,Unknown,ILL MILD,0.2715654318405158
DOG,Male,NORMAL,0.6219368437214787
CAT,Neutered,ILL SEVERE,0.38699760062352934
WILD,Unknown,ILL MODERATETE,0.04661266635158127
DOG,Female,NORMAL,0.6230526212364262
DOG,Female,NORMAL,0.6230526212364262
CAT,Female,INJURED  SEVERE,0.16088923888047646
CAT,Male,ILL MODERATETE,0.3105549383335416
CAT,Male,ILL MODERATETE,0.3105549383335416
DOG,Spayed,NORMAL,0.922107973292041
WILD,Unknown,INJURED  SEVERE,0.020292605671275117
BIRD,Unknown,INJURED  SEVERE,0.30996598213642224
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,NORMAL,0.4219707806005842
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Female,UNDER AGE/WEIGHT,0.680298782963086
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
OTHER,Unknown,INJURED  SEVERE,0.023465925681637592
WILD,Unknown,UNDER AGE/WEIGHT,0.18690832403867
CAT,Male,INJURED  MILD,0.3746059861474229
BIRD,Unknown,INJURED  MODERATE,0.176700416399572
RABBIT,Neutered,NORMAL,0.8926902619161703
CAT,Male,UNDER AGE/WEIGHT,0.6792652263640281
